age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
34;management;married;tertiary;no;1267;yes;no;unknown;2;jun;87;4;-1;0;unknown;no
55;unemployed;married;tertiary;no;457;yes;no;unknown;5;jun;61;3;-1;0;unknown;no
32;management;divorced;secondary;no;-352;no;yes;cellular;6;aug;275;5;-1;0;unknown;no
59;admin.;married;secondary;no;4196;no;no;telephone;31;jul;10;2;-1;0;unknown;no
31;technician;married;tertiary;no;1503;yes;yes;cellular;8;aug;257;2;-1;0;unknown;no
33;services;married;secondary;no;288;yes;no;cellular;17;apr;306;1;-1;0;unknown;no
31;management;single;tertiary;yes;-365;yes;no;unknown;30;may;319;6;-1;0;unknown;no
32;management;married;tertiary;no;8300;no;yes;cellular;14;jul;460;3;-1;0;unknown;no
49;blue-collar;married;secondary;no;0;no;yes;telephone;10;jul;564;2;-1;0;unknown;no
38;entrepreneur;married;secondary;no;0;yes;yes;cellular;17;nov;258;1;-1;0;unknown;no
41;technician;divorced;secondary;no;611;yes;no;cellular;28;jul;157;5;-1;0;unknown;no
55;retired;married;secondary;no;1126;yes;no;telephone;28;jul;388;2;-1;0;unknown;no
45;technician;single;secondary;no;11;no;no;cellular;22;aug;247;1;-1;0;unknown;no
26;student;single;secondary;no;2138;yes;no;cellular;15;may;18;8;371;1;other;no
42;blue-collar;married;secondary;no;193;yes;no;unknown;17;jun;171;1;-1;0;unknown;no
58;housemaid;married;primary;no;422;no;no;unknown;9;jun;183;1;-1;0;unknown;no
58;management;divorced;tertiary;no;26831;no;no;cellular;11;feb;56;18;-1;0;unknown;no
35;services;divorced;secondary;no;35;yes;no;cellular;7;jul;129;4;-1;0;unknown;no
26;admin.;single;secondary;no;-378;no;yes;cellular;8;jul;165;1;-1;0;unknown;no
52;admin.;divorced;secondary;no;-342;no;no;unknown;19;may;153;1;-1;0;unknown;no
50;blue-collar;divorced;primary;no;-333;no;yes;cellular;30;jul;208;2;-1;0;unknown;no
45;housemaid;married;primary;no;0;no;no;cellular;14;aug;195;2;-1;0;unknown;no
44;blue-collar;married;secondary;no;-73;yes;no;unknown;28;may;80;9;-1;0;unknown;no
42;technician;single;secondary;no;716;yes;no;cellular;21;nov;110;1;-1;0;unknown;no
44;blue-collar;married;primary;no;1511;yes;no;unknown;16;may;96;2;-1;0;unknown;no
36;admin.;divorced;secondary;no;592;no;no;cellular;14;jan;96;7;93;7;success;no
37;blue-collar;married;secondary;no;131;yes;no;unknown;9;may;137;2;-1;0;unknown;no
26;technician;single;secondary;no;544;yes;yes;unknown;3;jun;56;5;-1;0;unknown;no
41;management;married;tertiary;no;23;no;no;cellular;22;aug;80;2;-1;0;unknown;no
48;student;single;unknown;no;1279;no;no;telephone;20;oct;2429;1;-1;0;unknown;no
57;technician;divorced;secondary;no;2710;yes;yes;unknown;7;may;333;1;-1;0;unknown;no
25;student;single;unknown;no;839;no;no;cellular;15;mar;109;1;181;2;other;no
50;unemployed;single;tertiary;no;0;yes;no;cellular;6;aug;102;2;-1;0;unknown;no
60;services;married;secondary;no;292;no;yes;cellular;2;feb;260;5;195;4;failure;no
29;student;single;tertiary;no;3054;no;no;cellular;2;nov;204;1;186;7;success;no
40;management;married;tertiary;no;2471;yes;yes;cellular;23;jul;206;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;187;yes;no;cellular;15;may;53;3;-1;0;unknown;no
37;blue-collar;married;primary;no;1720;yes;no;unknown;2;jun;118;1;-1;0;unknown;no
49;self-employed;married;tertiary;no;2143;no;no;cellular;20;nov;226;3;-1;0;unknown;no
39;management;single;tertiary;no;1340;yes;no;cellular;20;apr;287;3;-1;0;unknown;no
41;blue-collar;married;secondary;no;1165;no;no;unknown;12;jun;69;3;-1;0;unknown;no
40;management;married;tertiary;no;2840;yes;no;cellular;8;jul;1720;4;-1;0;unknown;no
33;admin.;single;tertiary;no;867;yes;no;cellular;14;apr;247;1;-1;0;unknown;no
32;admin.;married;secondary;no;31;no;no;cellular;25;may;101;1;-1;0;unknown;no
48;management;married;primary;no;1513;no;no;cellular;29;jan;166;2;-1;0;unknown;no
47;technician;married;tertiary;yes;-813;yes;yes;unknown;16;jun;179;25;-1;0;unknown;no
42;blue-collar;married;primary;no;191;yes;no;telephone;14;may;382;3;371;1;failure;no
28;services;single;secondary;no;-427;yes;yes;unknown;21;may;965;2;-1;0;unknown;no
37;management;married;secondary;no;10;no;yes;cellular;2;feb;164;1;250;2;failure;no
44;blue-collar;married;secondary;no;1343;yes;yes;cellular;8;may;414;2;287;2;failure;no
59;blue-collar;divorced;primary;no;1228;no;yes;cellular;16;jul;57;3;-1;0;unknown;no
31;technician;married;tertiary;no;4575;yes;no;telephone;18;may;28;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;-138;yes;no;cellular;18;may;644;1;-1;0;unknown;no
42;blue-collar;married;unknown;no;1323;yes;no;unknown;19;may;19;1;-1;0;unknown;no
36;management;married;tertiary;no;909;yes;yes;cellular;25;jul;250;3;-1;0;unknown;no
39;services;married;secondary;no;173;yes;no;cellular;18;nov;96;2;182;2;failure;no
34;management;married;tertiary;no;28;yes;no;cellular;2;feb;504;1;-1;0;unknown;no
54;retired;divorced;tertiary;no;349;yes;no;cellular;12;may;176;2;175;1;failure;no
53;technician;married;secondary;no;0;no;no;cellular;19;nov;291;1;-1;0;unknown;no
59;entrepreneur;married;tertiary;no;1728;no;no;cellular;7;jul;575;2;-1;0;unknown;no
31;technician;divorced;secondary;no;26;yes;no;unknown;9;may;62;1;-1;0;unknown;no
36;blue-collar;single;primary;no;736;yes;no;cellular;16;apr;114;2;304;2;failure;no
44;blue-collar;married;primary;no;-14;yes;yes;unknown;19;may;179;4;-1;0;unknown;no
32;entrepreneur;married;tertiary;no;108;yes;yes;unknown;12;may;112;1;-1;0;unknown;no
37;management;divorced;secondary;no;414;no;no;cellular;20;aug;352;4;-1;0;unknown;no
38;technician;married;secondary;no;13;no;no;cellular;21;aug;311;2;-1;0;unknown;no
41;blue-collar;married;primary;no;164;yes;no;cellular;12;may;150;4;330;11;other;no
41;blue-collar;married;primary;no;183;yes;yes;unknown;5;may;110;2;-1;0;unknown;no
38;technician;divorced;secondary;no;5733;yes;no;cellular;12;may;173;8;278;4;failure;no
33;technician;single;tertiary;no;6;no;no;cellular;25;aug;30;4;-1;0;unknown;no
58;housemaid;married;tertiary;no;497;no;no;unknown;11;jun;138;5;-1;0;unknown;no
59;retired;divorced;secondary;no;479;no;no;cellular;4;feb;37;5;-1;0;unknown;no
29;blue-collar;single;secondary;no;-167;yes;no;unknown;4;jun;361;1;-1;0;unknown;no
30;admin.;married;secondary;no;214;yes;yes;unknown;26;may;219;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;4853;no;no;cellular;19;nov;259;1;111;2;failure;no
41;services;divorced;secondary;no;83;no;no;unknown;20;may;834;6;-1;0;unknown;no
48;management;divorced;tertiary;no;0;no;no;unknown;20;jun;26;3;-1;0;unknown;no
36;services;divorced;secondary;no;-290;yes;yes;unknown;7;may;128;1;-1;0;unknown;no
30;blue-collar;single;secondary;no;1472;yes;no;cellular;20;nov;769;4;-1;0;unknown;no
57;housemaid;married;tertiary;no;3;no;no;cellular;4;aug;142;2;-1;0;unknown;no
28;management;married;tertiary;no;82;yes;yes;unknown;16;may;225;1;-1;0;unknown;no
34;admin.;single;secondary;no;5547;yes;no;unknown;23;may;313;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;3578;yes;no;telephone;3;feb;45;3;-1;0;unknown;no
35;technician;single;secondary;no;1855;yes;no;unknown;7;may;138;1;-1;0;unknown;no
32;admin.;single;secondary;no;98;yes;no;cellular;5;may;360;1;365;2;failure;no
33;technician;married;secondary;no;2746;yes;no;cellular;18;nov;188;2;-1;0;unknown;no
32;technician;married;tertiary;no;943;no;no;cellular;14;aug;127;2;-1;0;unknown;no
31;admin.;single;secondary;no;112;yes;no;cellular;22;jul;102;7;-1;0;unknown;no
52;housemaid;married;secondary;no;411;yes;no;telephone;12;may;210;3;-1;0;unknown;no
51;admin.;married;secondary;no;884;no;no;unknown;19;jun;50;1;-1;0;unknown;no
55;management;married;secondary;no;51;no;no;cellular;8;jul;102;1;-1;0;unknown;no
42;blue-collar;married;primary;no;1687;yes;no;cellular;18;may;14;3;178;3;other;no
28;self-employed;single;tertiary;no;805;no;no;cellular;12;nov;116;5;170;2;failure;no
43;blue-collar;married;secondary;no;2374;no;no;cellular;20;apr;316;2;264;2;failure;no
45;management;divorced;tertiary;no;-90;yes;no;cellular;29;jan;128;1;192;1;failure;no
30;management;single;tertiary;no;82;no;no;cellular;9;feb;48;3;-1;0;unknown;no
53;blue-collar;married;secondary;no;208;no;no;unknown;20;jun;333;15;-1;0;unknown;no
41;technician;single;secondary;no;-618;yes;yes;cellular;11;jul;215;1;-1;0;unknown;no
60;technician;married;secondary;no;-410;no;no;cellular;19;aug;143;2;-1;0;unknown;no
46;services;married;primary;no;179;yes;no;unknown;5;may;1778;1;-1;0;unknown;no
33;blue-collar;divorced;secondary;no;-131;yes;no;unknown;16;may;145;1;-1;0;unknown;no
40;management;married;secondary;no;394;yes;no;cellular;16;jul;60;5;-1;0;unknown;no
36;blue-collar;married;secondary;no;56;no;no;unknown;24;jun;481;6;-1;0;unknown;no
36;admin.;single;secondary;no;319;yes;no;cellular;18;may;120;2;-1;0;unknown;no
52;blue-collar;married;secondary;no;-397;no;yes;cellular;4;aug;151;1;-1;0;unknown;no
41;technician;divorced;secondary;no;225;yes;yes;unknown;13;may;139;1;-1;0;unknown;no
35;technician;single;secondary;no;-476;yes;no;cellular;20;nov;57;6;177;4;failure;no
61;retired;married;unknown;no;209;no;no;cellular;16;nov;1011;1;94;4;success;no
34;blue-collar;single;unknown;no;6141;yes;no;unknown;3;jun;145;1;-1;0;unknown;no
33;technician;married;secondary;no;399;yes;no;cellular;7;may;143;1;-1;0;unknown;no
27;management;single;tertiary;no;405;yes;no;cellular;7;may;129;2;-1;0;unknown;no
55;retired;divorced;secondary;no;13;yes;no;cellular;11;may;190;1;300;2;failure;no
52;management;married;tertiary;no;-2712;yes;yes;cellular;2;apr;253;1;-1;0;unknown;no
26;blue-collar;single;secondary;no;-132;no;no;unknown;8;may;12;1;-1;0;unknown;no
43;entrepreneur;married;tertiary;no;5506;no;yes;unknown;6;jun;141;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;789;yes;no;cellular;20;nov;120;4;196;1;other;no
44;technician;married;secondary;no;533;yes;no;cellular;8;may;153;4;171;3;failure;no
51;technician;divorced;tertiary;no;4596;no;no;cellular;8;aug;334;5;-1;0;unknown;no
29;admin.;married;secondary;no;0;yes;no;unknown;9;may;121;1;-1;0;unknown;no
36;admin.;married;secondary;no;286;yes;no;cellular;22;jul;167;9;-1;0;unknown;no
43;admin.;single;secondary;no;375;no;yes;cellular;21;jul;163;4;-1;0;unknown;no
32;blue-collar;single;primary;no;1450;yes;no;cellular;6;feb;72;6;273;1;other;no
37;entrepreneur;divorced;secondary;no;1190;yes;no;unknown;9;may;268;3;-1;0;unknown;no
58;retired;married;secondary;no;0;yes;no;unknown;26;may;77;1;-1;0;unknown;no
30;admin.;single;secondary;no;239;yes;no;cellular;7;may;115;3;-1;0;unknown;no
36;management;single;secondary;no;1331;yes;no;cellular;13;may;77;3;174;1;other;no
48;blue-collar;married;secondary;no;1143;yes;no;cellular;17;apr;264;1;317;1;failure;no
39;management;married;tertiary;no;4539;no;no;cellular;30;apr;301;1;-1;0;unknown;no
46;technician;married;secondary;no;167;no;no;cellular;19;aug;155;3;-1;0;unknown;no
59;management;married;tertiary;no;2143;yes;no;cellular;28;jan;59;1;268;1;failure;no
39;housemaid;married;primary;no;-44;yes;no;unknown;27;may;228;1;-1;0;unknown;no
44;blue-collar;married;primary;no;195;yes;no;unknown;16;may;541;5;-1;0;unknown;no
49;blue-collar;divorced;primary;no;0;yes;no;cellular;29;jul;468;2;-1;0;unknown;no
41;services;divorced;secondary;no;654;yes;no;cellular;13;may;139;2;-1;0;unknown;no
58;management;married;tertiary;no;0;yes;no;cellular;18;nov;265;1;188;1;failure;no
67;unknown;married;tertiary;no;7687;no;no;telephone;30;oct;70;3;-1;0;unknown;no
25;management;single;tertiary;no;89;no;no;cellular;7;sep;274;1;-1;0;unknown;no
56;technician;married;secondary;no;332;no;no;telephone;29;jul;207;3;-1;0;unknown;no
51;management;married;tertiary;no;307;no;no;cellular;21;aug;244;6;-1;0;unknown;no
45;services;single;secondary;no;359;yes;no;unknown;18;jun;41;8;-1;0;unknown;no
31;blue-collar;single;primary;no;-147;no;yes;cellular;9;jul;263;2;-1;0;unknown;no
41;services;single;secondary;no;-278;yes;no;cellular;7;may;17;5;360;3;failure;no
52;retired;divorced;secondary;no;246;yes;no;unknown;27;may;181;1;-1;0;unknown;no
39;management;married;unknown;no;1253;no;no;cellular;2;feb;337;1;-1;0;unknown;no
57;retired;married;tertiary;no;478;no;no;cellular;30;apr;70;1;84;1;failure;no
55;management;married;unknown;no;559;no;no;cellular;28;jan;271;2;-1;0;unknown;no
48;unknown;married;secondary;no;-95;no;no;cellular;19;aug;134;9;-1;0;unknown;no
40;technician;married;secondary;no;1832;no;no;cellular;8;apr;179;2;-1;0;unknown;no
33;management;single;secondary;no;15;no;no;cellular;22;aug;199;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;1882;yes;yes;telephone;29;jul;165;2;-1;0;unknown;no
31;self-employed;married;tertiary;no;0;yes;no;cellular;22;jul;392;2;-1;0;unknown;no
32;admin.;married;secondary;no;337;no;no;cellular;15;may;51;3;368;1;failure;no
41;management;married;tertiary;no;144;no;no;cellular;27;feb;123;3;-1;0;unknown;no
38;management;single;tertiary;no;35;yes;no;cellular;17;apr;156;1;273;3;failure;no
32;management;married;tertiary;no;1923;no;no;cellular;19;nov;75;1;-1;0;unknown;no
34;entrepreneur;married;tertiary;no;-28;yes;no;cellular;16;jul;574;1;-1;0;unknown;no
35;admin.;single;secondary;no;141;no;no;cellular;11;jul;146;2;-1;0;unknown;no
57;services;married;secondary;no;0;yes;no;cellular;14;may;16;9;282;3;other;no
28;services;single;secondary;no;1950;no;no;cellular;9;jul;147;1;-1;0;unknown;no
42;technician;married;secondary;no;827;no;no;cellular;25;aug;153;3;-1;0;unknown;no
50;admin.;divorced;secondary;no;556;yes;no;cellular;25;jul;305;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;168;no;yes;cellular;2;feb;151;1;-1;0;unknown;no
35;blue-collar;divorced;primary;no;0;no;no;unknown;12;jun;200;1;-1;0;unknown;no
36;admin.;divorced;tertiary;no;4708;no;no;cellular;15;jun;104;1;-1;0;unknown;no
52;retired;married;secondary;no;5057;no;no;cellular;17;nov;104;1;-1;0;unknown;no
35;management;single;secondary;no;81;yes;no;cellular;29;jan;79;1;-1;0;unknown;no
36;unemployed;single;unknown;no;4481;no;no;telephone;30;jul;99;2;-1;0;unknown;no
46;technician;married;secondary;no;783;yes;no;cellular;22;jul;136;4;-1;0;unknown;no
31;blue-collar;married;secondary;no;382;yes;no;cellular;16;apr;198;2;-1;0;unknown;no
35;admin.;divorced;secondary;no;45;yes;no;unknown;29;may;167;1;-1;0;unknown;no
34;blue-collar;married;secondary;no;277;no;yes;unknown;3;jul;225;2;-1;0;unknown;no
31;admin.;single;secondary;no;119;no;no;cellular;7;jul;80;1;-1;0;unknown;no
52;blue-collar;married;secondary;no;184;yes;no;unknown;3;jul;92;1;-1;0;unknown;no
34;technician;single;tertiary;no;632;no;no;cellular;22;aug;215;10;-1;0;unknown;no
28;student;single;secondary;no;246;yes;no;unknown;14;may;162;4;-1;0;unknown;no
42;self-employed;married;tertiary;no;1202;no;no;unknown;11;jun;40;1;-1;0;unknown;no
44;technician;married;secondary;no;0;yes;no;cellular;24;jul;157;1;-1;0;unknown;no
30;admin.;married;tertiary;no;501;yes;yes;cellular;25;may;92;1;-1;0;unknown;no
58;retired;married;primary;no;1351;yes;no;telephone;17;apr;392;3;-1;0;unknown;no
34;blue-collar;married;secondary;no;4622;yes;yes;unknown;20;may;217;1;-1;0;unknown;no
41;management;single;tertiary;no;1696;yes;no;unknown;9;may;878;3;-1;0;unknown;no
37;technician;divorced;secondary;no;5957;yes;no;cellular;14;may;64;3;177;2;failure;no
47;management;married;secondary;no;414;no;no;cellular;26;aug;142;2;-1;0;unknown;no
37;technician;married;secondary;no;332;yes;no;cellular;19;nov;342;2;-1;0;unknown;no
27;blue-collar;married;secondary;no;1295;yes;no;cellular;14;may;1106;1;-1;0;unknown;no
55;blue-collar;married;primary;no;2275;no;no;cellular;25;aug;139;9;-1;0;unknown;no
60;self-employed;single;secondary;no;312;yes;no;unknown;2;jun;210;2;-1;0;unknown;no
43;blue-collar;divorced;primary;no;-76;yes;no;cellular;14;jul;124;3;-1;0;unknown;no
58;admin.;divorced;secondary;no;0;yes;no;cellular;2;feb;244;1;229;5;other;no
25;student;single;secondary;no;548;no;yes;cellular;16;jun;281;1;-1;0;unknown;no
40;self-employed;married;secondary;no;672;yes;no;unknown;5;may;164;2;-1;0;unknown;no
36;technician;married;tertiary;no;98;no;no;cellular;4;feb;146;1;-1;0;unknown;no
41;services;married;secondary;no;1319;yes;no;cellular;11;may;305;1;-1;0;unknown;no
23;services;single;secondary;no;250;yes;no;cellular;18;may;222;1;-1;0;unknown;no
62;retired;married;secondary;no;816;no;no;cellular;1;sep;28;2;-1;0;unknown;no
34;blue-collar;married;tertiary;no;20;no;no;unknown;4;oct;10;1;-1;0;unknown;no
55;housemaid;single;primary;no;0;no;no;unknown;5;jun;247;1;-1;0;unknown;no
29;entrepreneur;married;tertiary;no;3037;yes;no;unknown;27;may;34;3;-1;0;unknown;no
25;technician;married;unknown;no;776;yes;no;unknown;27;may;290;1;-1;0;unknown;no
48;management;married;tertiary;no;2218;yes;no;unknown;13;may;43;2;-1;0;unknown;no
34;services;married;secondary;no;0;yes;no;cellular;29;jul;55;3;-1;0;unknown;no
31;management;married;tertiary;no;197;yes;no;cellular;2;feb;105;1;-1;0;unknown;no
32;student;single;unknown;no;4110;no;no;cellular;6;feb;119;8;-1;0;unknown;no
54;technician;single;secondary;no;2237;no;no;cellular;21;nov;149;5;-1;0;unknown;no
43;blue-collar;married;primary;no;1579;yes;no;telephone;11;may;176;1;284;4;other;no
45;admin.;married;secondary;no;3307;no;no;cellular;30;jul;129;2;-1;0;unknown;no
31;services;single;secondary;no;374;no;no;telephone;28;jan;49;4;-1;0;unknown;no
60;retired;married;tertiary;no;9397;no;no;unknown;5;jun;428;1;-1;0;unknown;no
38;technician;single;tertiary;no;2496;no;no;unknown;17;jun;193;1;-1;0;unknown;no
28;technician;single;tertiary;no;-214;yes;no;cellular;29;jan;228;2;262;3;failure;no
31;services;single;secondary;no;78;yes;yes;cellular;7;jul;104;1;-1;0;unknown;no
29;services;married;secondary;no;0;yes;yes;cellular;20;apr;204;3;-1;0;unknown;no
52;unemployed;married;tertiary;no;1023;no;no;cellular;7;jul;107;6;-1;0;unknown;no
47;services;married;secondary;no;382;yes;no;unknown;23;may;57;4;-1;0;unknown;no
52;admin.;married;secondary;no;1113;no;yes;cellular;8;jul;83;1;-1;0;unknown;no
45;technician;married;secondary;no;3492;yes;yes;unknown;20;jun;46;4;-1;0;unknown;no
38;blue-collar;married;secondary;no;99;no;no;telephone;29;jan;191;2;-1;0;unknown;no
31;technician;married;secondary;no;585;yes;no;telephone;11;nov;133;1;-1;0;unknown;no
48;management;married;tertiary;no;2837;no;no;unknown;17;jun;69;1;-1;0;unknown;no
57;management;married;tertiary;no;5;yes;no;cellular;8;jul;96;1;-1;0;unknown;no
45;admin.;married;unknown;no;13562;yes;no;telephone;20;apr;16;12;-1;0;unknown;no
36;management;divorced;tertiary;no;-1;no;no;cellular;26;feb;88;3;-1;0;unknown;no
36;management;married;tertiary;no;162;yes;no;cellular;8;aug;75;2;-1;0;unknown;no
43;services;married;secondary;no;-416;yes;yes;cellular;14;jul;80;3;-1;0;unknown;no
40;unemployed;divorced;secondary;no;991;yes;no;unknown;12;jun;316;2;-1;0;unknown;no
55;management;married;tertiary;no;655;no;no;cellular;28;jul;167;6;-1;0;unknown;no
30;management;single;tertiary;no;2900;no;no;cellular;8;aug;147;2;-1;0;unknown;no
39;blue-collar;married;primary;no;315;yes;no;cellular;15;may;259;3;353;3;failure;no
57;blue-collar;married;secondary;no;1686;no;no;telephone;22;feb;219;4;311;2;failure;no
33;management;divorced;secondary;no;321;no;yes;cellular;30;jul;151;10;-1;0;unknown;no
43;blue-collar;divorced;primary;no;6;yes;no;unknown;27;may;112;4;-1;0;unknown;no
47;retired;divorced;secondary;no;-157;no;yes;unknown;23;jul;104;1;-1;0;unknown;no
35;blue-collar;single;secondary;no;487;yes;no;unknown;15;may;117;1;-1;0;unknown;no
39;technician;married;secondary;no;311;no;no;cellular;14;aug;240;2;-1;0;unknown;no
29;admin.;married;secondary;no;22171;yes;no;cellular;18;may;44;1;355;3;failure;no
56;blue-collar;married;primary;no;136;no;no;cellular;4;aug;270;1;-1;0;unknown;no
56;technician;married;secondary;no;61;no;yes;cellular;8;jul;75;1;-1;0;unknown;no
51;retired;married;secondary;no;1295;no;yes;unknown;20;jun;288;2;-1;0;unknown;no
27;housemaid;married;secondary;no;0;no;yes;cellular;17;jul;72;1;-1;0;unknown;no
34;technician;single;tertiary;no;783;no;no;cellular;8;jul;281;1;-1;0;unknown;no
35;admin.;single;secondary;no;-101;yes;no;cellular;16;apr;275;1;318;1;other;no
55;blue-collar;married;primary;no;332;yes;no;unknown;8;may;318;2;-1;0;unknown;no
35;technician;married;secondary;no;-259;yes;no;cellular;29;jan;381;1;247;2;failure;no
42;technician;divorced;secondary;no;-106;yes;no;unknown;29;may;95;1;-1;0;unknown;no
23;blue-collar;single;secondary;no;105;yes;no;unknown;16;may;498;2;-1;0;unknown;no
40;technician;married;secondary;no;214;no;no;cellular;25;aug;59;6;-1;0;unknown;no
31;blue-collar;single;tertiary;no;60;yes;yes;unknown;6;may;389;1;-1;0;unknown;no
26;self-employed;married;secondary;no;492;yes;yes;cellular;15;may;439;4;-1;0;unknown;no
33;blue-collar;married;secondary;no;64;no;no;unknown;16;may;239;3;-1;0;unknown;no
32;admin.;married;secondary;no;0;yes;no;cellular;16;jul;524;4;-1;0;unknown;no
26;technician;single;tertiary;no;2781;yes;no;cellular;30;apr;132;1;-1;0;unknown;no
56;technician;married;secondary;no;4063;no;yes;telephone;28;jul;31;4;-1;0;unknown;no
45;blue-collar;married;primary;no;816;yes;no;unknown;2;jun;80;3;-1;0;unknown;no
50;technician;married;secondary;no;402;no;no;cellular;4;may;165;1;180;2;failure;no
23;management;single;tertiary;no;906;no;no;cellular;30;jul;160;3;-1;0;unknown;no
40;management;married;secondary;no;830;no;no;cellular;22;aug;155;6;-1;0;unknown;no
35;blue-collar;married;primary;no;453;yes;no;unknown;21;may;312;2;-1;0;unknown;no
26;blue-collar;single;secondary;no;396;yes;no;unknown;28;may;302;1;-1;0;unknown;no
43;technician;married;secondary;no;-932;yes;no;cellular;16;apr;567;1;-1;0;unknown;no
36;blue-collar;married;secondary;no;7265;no;no;unknown;17;jun;243;1;-1;0;unknown;no
36;technician;single;secondary;no;9149;yes;no;cellular;13;aug;141;3;-1;0;unknown;no
59;blue-collar;married;primary;no;1723;no;no;cellular;10;feb;39;3;-1;0;unknown;no
25;self-employed;single;secondary;no;933;yes;no;cellular;7;may;463;2;-1;0;unknown;no
48;services;married;secondary;no;202;yes;no;cellular;5;aug;162;1;-1;0;unknown;no
44;management;married;tertiary;no;1850;yes;no;cellular;6;may;274;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;598;yes;no;unknown;13;may;69;11;-1;0;unknown;no
27;blue-collar;single;secondary;no;48;no;no;cellular;10;jul;152;6;-1;0;unknown;no
42;self-employed;divorced;tertiary;no;0;no;no;unknown;11;jun;694;2;-1;0;unknown;no
39;blue-collar;single;unknown;no;3912;yes;no;telephone;29;oct;223;1;-1;0;unknown;no
43;admin.;married;secondary;no;186;no;yes;cellular;31;jul;32;21;-1;0;unknown;no
55;management;divorced;tertiary;no;277;no;no;cellular;12;aug;101;3;-1;0;unknown;no
56;retired;married;unknown;no;4391;yes;no;unknown;16;may;291;1;-1;0;unknown;no
34;technician;married;secondary;no;508;no;no;cellular;30;jan;795;1;-1;0;unknown;no
30;services;married;secondary;no;7032;no;no;cellular;17;jul;102;1;-1;0;unknown;no
36;management;single;tertiary;no;1283;no;no;cellular;18;aug;92;5;-1;0;unknown;no
39;entrepreneur;married;secondary;no;680;yes;no;cellular;15;may;135;1;361;2;failure;no
30;services;single;secondary;no;62;yes;no;cellular;21;nov;76;1;-1;0;unknown;no
54;blue-collar;divorced;primary;no;0;yes;no;cellular;21;nov;219;2;-1;0;unknown;no
77;retired;married;primary;no;680;no;no;telephone;24;feb;513;2;89;7;failure;no
36;management;married;primary;no;22856;no;no;unknown;9;jun;1098;1;-1;0;unknown;no
54;technician;married;secondary;no;-777;no;yes;cellular;12;aug;117;2;-1;0;unknown;no
56;services;married;unknown;no;628;no;no;cellular;29;aug;96;2;-1;0;unknown;no
41;management;married;tertiary;no;4063;yes;no;cellular;12;may;14;5;172;2;failure;no
30;management;married;tertiary;no;27;yes;no;cellular;12;jun;175;2;319;2;other;no
37;technician;married;tertiary;no;0;yes;no;cellular;25;aug;484;4;-1;0;unknown;no
48;admin.;married;secondary;no;191;yes;no;cellular;5;feb;238;3;-1;0;unknown;no
49;technician;married;secondary;no;4667;yes;no;unknown;19;may;130;2;-1;0;unknown;no
54;blue-collar;married;primary;no;3170;yes;no;unknown;27;may;62;4;-1;0;unknown;no
28;unemployed;married;secondary;no;-42;yes;yes;cellular;31;jul;143;4;-1;0;unknown;no
34;blue-collar;married;primary;no;1451;yes;no;cellular;9;apr;765;3;-1;0;unknown;no
56;housemaid;married;primary;no;58;no;yes;cellular;7;jul;227;6;-1;0;unknown;no
35;blue-collar;single;secondary;no;142;yes;no;cellular;7;may;266;2;168;1;failure;no
39;technician;married;secondary;no;-112;no;yes;cellular;11;aug;187;2;-1;0;unknown;no
36;blue-collar;married;secondary;no;74;yes;no;cellular;8;may;168;2;-1;0;unknown;no
21;student;single;secondary;no;6;no;no;unknown;9;may;622;1;-1;0;unknown;no
30;technician;single;tertiary;no;190;yes;no;cellular;28;jul;33;3;-1;0;unknown;no
37;management;married;tertiary;no;566;no;no;cellular;25;aug;463;4;-1;0;unknown;no
48;management;single;tertiary;no;505;no;no;cellular;26;aug;320;5;-1;0;unknown;no
40;management;single;tertiary;no;171;no;no;cellular;19;aug;1241;3;-1;0;unknown;no
29;blue-collar;divorced;primary;no;2;yes;no;cellular;6;feb;10;7;-1;0;unknown;no
34;management;single;tertiary;no;382;no;no;cellular;3;nov;193;1;-1;0;unknown;no
32;technician;single;secondary;no;14;yes;yes;cellular;16;apr;429;1;-1;0;unknown;no
33;services;single;secondary;no;310;yes;no;cellular;25;jul;43;7;-1;0;unknown;no
48;unemployed;single;unknown;no;11298;yes;no;cellular;9;feb;97;2;-1;0;unknown;no
40;services;married;secondary;no;105;yes;no;cellular;9;jul;161;1;-1;0;unknown;no
78;housemaid;married;secondary;no;499;no;no;telephone;16;mar;80;4;-1;0;unknown;no
47;blue-collar;married;secondary;no;2128;yes;no;telephone;17;apr;98;1;-1;0;unknown;no
37;blue-collar;married;secondary;no;11953;yes;yes;unknown;29;may;208;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;-605;yes;yes;unknown;3;jun;143;1;-1;0;unknown;no
26;technician;single;tertiary;no;77;yes;no;unknown;29;may;125;2;-1;0;unknown;no
42;management;married;secondary;no;12282;yes;no;unknown;2;jun;984;4;-1;0;unknown;no
